10,1.002317079
10,1.00034789
10,1.001660683
10,1.002317079
10,1.002317079
10,1.002317079
10,1.002317079
10,1.002973475
10,1.00034789
10,1.003629871
10,1.001004286
10,1.002973475
20,1.006911853
20,1.004286268
20,1.004942664
20,1.01085023
20,1.003629871
20,1.00559906
20,1.006911853
20,1.008881041
20,1.004942664
20,1.006911853
20,1.00559906
20,1.006911853
30,1.012163023
30,1.011506626
30,1.0161014
30,1.0161014
30,1.014132211
30,1.012163023
30,1.015445004
30,1.008224645
30,1.018070589
30,1.014132211
30,1.0161014
30,1.014132211
40,1.025947344
40,1.025947344
40,1.027260136
40,1.025947344
40,1.029885721
40,1.029885721
40,1.033167703
40,1.02660374
40,1.025290948
40,1.025947344
40,1.027916533
40,1.027916533
50,1.039731665
50,1.046295628
50,1.045639231
50,1.040388061
50,1.04235725
50,1.041700854
50,1.044326439
50,1.04235725
50,1.043013646
50,1.044982835
50,1.043670043
50,1.043013646
60,1.060736345
60,1.067956704
60,1.062705534
60,1.06336193
60,1.059423553
60,1.060736345
60,1.062049138
60,1.060736345
60,1.060736345
60,1.060736345
60,1.06336193
60,1.059423553
70,1.086992195
70,1.085679403
70,1.087648592
70,1.08436661
70,1.086992195
70,1.08436661
70,1.08961778
70,1.083053818
70,1.086335799
70,1.086992195
70,1.088961384
70,1.086992195
