0.393129,0.051332024
0.393129,0.051160869
0.393129,0.051217889
0.393129,0.051046925
0.393129,0.051103882
0.393129,0.051217889
0.393129,0.050933108
0.393129,0.051389138
0.393129,0.051389138
0.393129,0.051332024
0.393129,0.05127494
0.393129,0.051389138
0.245025,0.036355989
0.245025,0.03614282
0.245025,0.035930279
0.245025,0.036185404
0.245025,0.036057729
0.245025,0.036185404
0.245025,0.036398698
0.245025,0.036057729
0.245025,0.036270646
0.245025,0.036057729
0.245025,0.036355989
0.245025,0.036313305
0.124609,0.02340309
0.124609,0.023985235
0.124609,0.023693269
0.124609,0.023751519
0.124609,0.02363509
0.124609,0.023693269
0.124609,0.02366417
0.124609,0.023576983
0.124609,0.02366417
0.124609,0.02363509
0.124609,0.023751519
0.124609,0.023780671
0.0289,0.013886828
0.0289,0.013902296
0.0289,0.013917774
0.0289,0.013917774
0.0289,0.013917774
0.0289,0.013917774
0.0289,0.013964256
0.0289,0.013840474
0.0289,0.014026354
0.0289,0.013933259
